Time,Interval (mins),Complete,Phase C-A Min Volts,Phase C-A Avg Volts,Phase C-A Max Volts,Phase A Min Amps,Phase A Avg Amps,Phase A Max Amps,Phase C-A Voltage THD,Phase A Harmonic Current (A),Phase C-A V-Harmonic 2nd,Phase C-A V-Harmonic 3rd,Phase C-A V-Harmonic 4th,Phase C-A V-Harmonic 5th,Phase C-A V-Harmonic 6th,Phase C-A V-Harmonic 7th,Phase C-A V-Harmonic 8th,Phase C-A V-Harmonic 9th,Phase C-A V-Harmonic 10th,Phase C-A V-Harmonic 11th,Phase C-A V-Harmonic 12th,Phase C-A V-Harmonic 13th,Phase C-A V-Harmonic 14th,Phase C-A V-Harmonic 15th,Phase C-A V-Harmonic 16th,Phase C-A V-Harmonic 17th,Phase C-A V-Harmonic 18th,Phase C-A V-Harmonic 19th,Phase C-A V-Harmonic 20th,Phase C-A V-Harmonic 21st,Phase C-A V-Harmonic 22nd,Phase C-A V-Harmonic 23rd,Phase C-A V-Harmonic 24th,Phase C-A V-Harmonic 25th,Phase A I-Harmonic 2nd (A),Phase A I-Harmonic 3rd (A),Phase A I-Harmonic 4th (A),Phase A I-Harmonic 5th (A),Phase A I-Harmonic 6th (A),Phase A I-Harmonic 7th (A),Phase A I-Harmonic 8th (A),Phase A I-Harmonic 9th (A),Phase A I-Harmonic 10th (A),Phase A I-Harmonic 11th (A),Phase A I-Harmonic 12th (A),Phase A I-Harmonic 13th (A),Phase A I-Harmonic 14th (A),Phase A I-Harmonic 15th (A),Phase A I-Harmonic 16th (A),Phase A I-Harmonic 17th (A),Phase A I-Harmonic 18th (A),Phase A I-Harmonic 19th (A),Phase A I-Harmonic 20th (A),Phase A I-Harmonic 21st (A),Phase A I-Harmonic 22nd (A),Phase A I-Harmonic 23rd (A),Phase A I-Harmonic 24th (A),Phase A I-Harmonic 25th (A),Phase B-C Min Volts,Phase B-C Avg Volts,Phase B-C Max Volts,Phase B Min Amps,Phase B Avg Amps,Phase B Max Amps,Phase B-C Voltage THD,Phase B Harmonic Current (A),Phase B-C V-Harmonic 2nd,Phase B-C V-Harmonic 3rd,Phase B-C V-Harmonic 4th,Phase B-C V-Harmonic 5th,Phase B-C V-Harmonic 6th,Phase B-C V-Harmonic 7th,Phase B-C V-Harmonic 8th,Phase B-C V-Harmonic 9th,Phase B-C V-Harmonic 10th,Phase B-C V-Harmonic 11th,Phase B-C V-Harmonic 12th,Phase B-C V-Harmonic 13th,Phase B-C V-Harmonic 14th,Phase B-C V-Harmonic 15th,Phase B-C V-Harmonic 16th,Phase B-C V-Harmonic 17th,Phase B-C V-Harmonic 18th,Phase B-C V-Harmonic 19th,Phase B-C V-Harmonic 20th,Phase B-C V-Harmonic 21st,Phase B-C V-Harmonic 22nd,Phase B-C V-Harmonic 23rd,Phase B-C V-Harmonic 24th,Phase B-C V-Harmonic 25th,Phase B I-Harmonic 2nd (A),Phase B I-Harmonic 3rd (A),Phase B I-Harmonic 4th (A),Phase B I-Harmonic 5th (A),Phase B I-Harmonic 6th (A),Phase B I-Harmonic 7th (A),Phase B I-Harmonic 8th (A),Phase B I-Harmonic 9th (A),Phase B I-Harmonic 10th (A),Phase B I-Harmonic 11th (A),Phase B I-Harmonic 12th (A),Phase B I-Harmonic 13th (A),Phase B I-Harmonic 14th (A),Phase B I-Harmonic 15th (A),Phase B I-Harmonic 16th (A),Phase B I-Harmonic 17th (A),Phase B I-Harmonic 18th (A),Phase B I-Harmonic 19th (A),Phase B I-Harmonic 20th (A),Phase B I-Harmonic 21st (A),Phase B I-Harmonic 22nd (A),Phase B I-Harmonic 23rd (A),Phase B I-Harmonic 24th (A),Phase B I-Harmonic 25th (A),Phase A-B Min Volts,Phase A-B Avg Volts,Phase A-B Max Volts,Phase C Min Amps,Phase C Avg Amps,Phase C Max Amps,Phase A-B Voltage THD,Phase C Harmonic Current (A),Phase A-B V-Harmonic 2nd,Phase A-B V-Harmonic 3rd,Phase A-B V-Harmonic 4th,Phase A-B V-Harmonic 5th,Phase A-B V-Harmonic 6th,Phase A-B V-Harmonic 7th,Phase A-B V-Harmonic 8th,Phase A-B V-Harmonic 9th,Phase A-B V-Harmonic 10th,Phase A-B V-Harmonic 11th,Phase A-B V-Harmonic 12th,Phase A-B V-Harmonic 13th,Phase A-B V-Harmonic 14th,Phase A-B V-Harmonic 15th,Phase A-B V-Harmonic 16th,Phase A-B V-Harmonic 17th,Phase A-B V-Harmonic 18th,Phase A-B V-Harmonic 19th,Phase A-B V-Harmonic 20th,Phase A-B V-Harmonic 21st,Phase A-B V-Harmonic 22nd,Phase A-B V-Harmonic 23rd,Phase A-B V-Harmonic 24th,Phase A-B V-Harmonic 25th,Phase C I-Harmonic 2nd (A),Phase C I-Harmonic 3rd (A),Phase C I-Harmonic 4th (A),Phase C I-Harmonic 5th (A),Phase C I-Harmonic 6th (A),Phase C I-Harmonic 7th (A),Phase C I-Harmonic 8th (A),Phase C I-Harmonic 9th (A),Phase C I-Harmonic 10th (A),Phase C I-Harmonic 11th (A),Phase C I-Harmonic 12th (A),Phase C I-Harmonic 13th (A),Phase C I-Harmonic 14th (A),Phase C I-Harmonic 15th (A),Phase C I-Harmonic 16th (A),Phase C I-Harmonic 17th (A),Phase C I-Harmonic 18th (A),Phase C I-Harmonic 19th (A),Phase C I-Harmonic 20th (A),Phase C I-Harmonic 21st (A),Phase C I-Harmonic 22nd (A),Phase C I-Harmonic 23rd (A),Phase C I-Harmonic 24th (A),Phase C I-Harmonic 25th (A),Total Apparent Power (VA),Total PF (Lagging is +),Total Real Power (W),Total Reactive Power (VAR),Min Frequency (Hz),Avg Frequency (Hz),Max Frequency (Hz)
24-Oct-2022 10:40:00,10.000,Y,118.08,119.08,119.62,0.00,0.00,0.40,4.06%,0.00,0.14%,3.23%,0.06%,2.00%,0.05%,0.70%,0.04%,1.18%,0.03%,0.22%,0.02%,0.10%,0.02%,0.10%,0.01%,0.13%,0.02%,0.12%,0.01%,0.05%,0.01%,0.06%,0.01%,0.04%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.20,118.90,119.30,0.00,0.00,0.15,3.67%,0.00,0.14%,2.91%,0.06%,1.85%,0.05%,0.61%,0.03%,1.01%,0.02%,0.30%,0.02%,0.13%,0.02%,0.08%,0.01%,0.04%,0.01%,0.08%,0.01%,0.03%,0.01%,0.04%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.02,237.18,237.68,0.00,0.00,0.00,3.86%,0.00,0.14%,3.07%,0.06%,1.92%,0.05%,0.65%,0.03%,1.09%,0.02%,0.26%,0.02%,0.11%,0.02%,0.09%,0.01%,0.08%,0.01%,0.10%,0.01%,0.04%,0.01%,0.04%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1.000,0,0,59.96,60.01,60.06
24-Oct-2022 10:50:00,10.000,Y,117.22,118.90,119.44,0.21,0.63,19.47,4.05%,0.03,0.15%,3.24%,0.06%,1.97%,0.05%,0.69%,0.03%,1.18%,0.03%,0.20%,0.02%,0.09%,0.02%,0.09%,0.01%,0.13%,0.02%,0.11%,0.01%,0.04%,0.01%,0.04%,0.01%,0.05%,0.01,0.02,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.04,118.90,119.58,0.00,0.00,0.19,3.72%,0.00,0.15%,2.95%,0.06%,1.85%,0.05%,0.65%,0.03%,1.03%,0.03%,0.30%,0.02%,0.13%,0.02%,0.09%,0.01%,0.05%,0.01%,0.08%,0.01%,0.04%,0.01%,0.04%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.78,237.00,237.62,0.00,0.00,0.00,3.88%,0.00,0.15%,3.10%,0.06%,1.91%,0.05%,0.67%,0.03%,1.10%,0.03%,0.25%,0.02%,0.10%,0.01%,0.09%,0.01%,0.09%,0.01%,0.09%,0.01%,0.04%,0.01%,0.04%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72,0.891,48,60,59.95,60.02,60.06
24-Oct-2022 11:00:00,10.000,Y,117.92,118.80,119.28,2.26,2.34,2.41,3.98%,0.14,0.13%,3.16%,0.06%,2.00%,0.05%,0.65%,0.03%,1.13%,0.02%,0.21%,0.02%,0.09%,0.02%,0.09%,0.01%,0.12%,0.01%,0.09%,0.01%,0.05%,0.01%,0.03%,0.01%,0.05%,0.05,0.09,0.01,0.06,0.00,0.02,0.00,0.05,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.00,118.32,119.08,119.62,0.00,0.00,0.16,3.79%,0.00,0.13%,2.98%,0.06%,1.95%,0.05%,0.65%,0.03%,1.03%,0.02%,0.28%,0.02%,0.12%,0.01%,0.08%,0.01%,0.06%,0.01%,0.08%,0.01%,0.04%,0.01%,0.03%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.88,237.08,237.78,0.00,0.00,0.00,3.88%,0.00,0.13%,3.07%,0.06%,1.98%,0.05%,0.65%,0.03%,1.08%,0.02%,0.25%,0.02%,0.10%,0.01%,0.09%,0.01%,0.09%,0.01%,0.08%,0.01%,0.04%,0.01%,0.03%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,276,0.556,156,228,59.94,60.00,60.06
24-Oct-2022 11:10:00,10.000,Y,117.12,118.68,119.44,2.27,6.90,21.65,4.02%,0.29,0.12%,3.22%,0.05%,2.01%,0.04%,0.66%,0.02%,1.10%,0.02%,0.22%,0.02%,0.11%,0.01%,0.11%,0.01%,0.10%,0.01%,0.09%,0.01%,0.04%,0.01%,0.02%,0.01%,0.04%,0.05,0.18,0.01,0.15,0.00,0.05,0.00,0.09,0.00,0.07,0.00,0.03,0.00,0.02,0.00,0.01,0.00,0.01,0.00,0.02,0.00,0.02,0.00,0.01,118.30,119.20,119.72,0.05,1.91,8.36,3.86%,0.07,0.12%,3.05%,0.05%,2.00%,0.04%,0.66%,0.02%,1.00%,0.02%,0.24%,0.01%,0.10%,0.01%,0.07%,0.01%,0.06%,0.01%,0.07%,0.01%,0.04%,0.01%,0.03%,0.01%,0.02%,0.00,0.06,0.00,0.04,0.00,0.01,0.00,0.02,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.38,237.06,237.90,0.00,0.00,0.00,3.94%,0.00,0.12%,3.14%,0.05%,2.00%,0.04%,0.66%,0.02%,1.05%,0.02%,0.23%,0.01%,0.10%,0.01%,0.09%,0.01%,0.08%,0.01%,0.08%,0.01%,0.04%,0.01%,0.03%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1044,0.685,948,216,59.93,60.00,60.06
24-Oct-2022 11:20:00,10.000,Y,117.48,118.98,119.82,0.32,3.01,20.00,3.98%,0.24,0.12%,3.22%,0.05%,1.94%,0.04%,0.59%,0.02%,1.09%,0.02%,0.23%,0.01%,0.12%,0.01%,0.06%,0.01%,0.07%,0.01%,0.11%,0.01%,0.02%,0.01%,0.04%,0.01%,0.03%,0.00,0.19,0.00,0.07,0.00,0.04,0.00,0.05,0.00,0.06,0.00,0.03,0.00,0.03,0.00,0.02,0.00,0.01,0.00,0.02,0.00,0.02,0.00,0.01,117.48,118.86,119.50,0.06,3.21,13.68,3.88%,0.44,0.12%,3.08%,0.05%,2.00%,0.04%,0.66%,0.02%,0.99%,0.02%,0.25%,0.02%,0.10%,0.01%,0.07%,0.01%,0.07%,0.01%,0.08%,0.01%,0.04%,0.01%,0.03%,0.01%,0.03%,0.08,0.40,0.02,0.14,0.01,0.06,0.00,0.04,0.00,0.02,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,235.44,237.04,237.66,0.00,0.00,0.00,3.93%,0.00,0.12%,3.15%,0.05%,1.97%,0.04%,0.62%,0.02%,1.04%,0.02%,0.23%,0.01%,0.11%,0.01%,0.06%,0.01%,0.07%,0.01%,0.09%,0.01%,0.03%,0.01%,0.03%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,732,-0.883,708,12,59.95,60.00,60.05
24-Oct-2022 11:30:00,10.000,Y,118.20,119.06,119.64,0.08,0.08,0.45,4.09%,0.05,0.13%,3.29%,0.05%,2.03%,0.04%,0.66%,0.03%,1.07%,0.02%,0.20%,0.02%,0.16%,0.01%,0.08%,0.01%,0.08%,0.01%,0.15%,0.01%,0.02%,0.01%,0.04%,0.01%,0.04%,0.00,0.04,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.28,119.08,119.72,0.00,0.00,0.16,3.86%,0.00,0.13%,3.07%,0.05%,1.96%,0.04%,0.69%,0.03%,1.00%,0.02%,0.25%,0.02%,0.12%,0.01%,0.08%,0.01%,0.06%,0.01%,0.07%,0.01%,0.05%,0.01%,0.02%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.10,237.32,238.00,0.00,0.00,0.00,3.97%,0.00,0.13%,3.18%,0.05%,2.00%,0.04%,0.68%,0.03%,1.03%,0.02%,0.22%,0.02%,0.13%,0.01%,0.08%,0.01%,0.07%,0.01%,0.11%,0.01%,0.03%,0.01%,0.03%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12,-0.947,12,0,59.95,60.00,60.07
24-Oct-2022 11:40:00,10.000,Y,117.00,118.98,119.46,0.21,0.34,19.29,4.12%,0.02,0.12%,3.30%,0.05%,2.07%,0.03%,0.75%,0.02%,1.04%,0.02%,0.23%,0.01%,0.18%,0.01%,0.12%,0.01%,0.08%,0.01%,0.15%,0.01%,0.04%,0.01%,0.02%,0.01%,0.02%,0.01,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.52,119.24,119.72,0.00,0.00,0.57,3.84%,0.00,0.12%,3.07%,0.05%,1.94%,0.03%,0.68%,0.02%,1.00%,0.02%,0.23%,0.02%,0.11%,0.01%,0.08%,0.01%,0.06%,0.01%,0.08%,0.01%,0.04%,0.01%,0.03%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,235.82,237.40,237.98,0.00,0.00,0.00,3.98%,0.00,0.12%,3.19%,0.05%,2.01%,0.03%,0.71%,0.02%,1.02%,0.02%,0.23%,0.01%,0.14%,0.01%,0.10%,0.01%,0.07%,0.01%,0.11%,0.01%,0.03%,0.01%,0.02%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36,0.942,24,36,59.95,60.00,60.05
24-Oct-2022 11:50:00,10.000,Y,118.00,118.80,119.20,2.24,2.33,2.39,4.18%,0.14,0.13%,3.31%,0.05%,2.13%,0.03%,0.81%,0.03%,1.07%,0.02%,0.28%,0.02%,0.18%,0.02%,0.13%,0.01%,0.08%,0.01%,0.12%,0.01%,0.04%,0.01%,0.02%,0.01%,0.03%,0.04,0.10,0.01,0.06,0.00,0.02,0.00,0.06,0.00,0.04,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,118.08,119.20,119.70,0.00,0.00,0.16,3.89%,0.00,0.13%,3.10%,0.05%,1.97%,0.03%,0.69%,0.03%,1.01%,0.02%,0.26%,0.02%,0.11%,0.01%,0.07%,0.01%,0.05%,0.01%,0.07%,0.01%,0.04%,0.01%,0.03%,0.01%,0.03%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.02,237.20,237.76,0.00,0.00,0.00,4.03%,0.00,0.13%,3.20%,0.05%,2.05%,0.03%,0.75%,0.03%,1.04%,0.02%,0.27%,0.02%,0.15%,0.01%,0.10%,0.01%,0.07%,0.01%,0.10%,0.01%,0.03%,0.01%,0.02%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,276,0.544,156,228,59.95,60.00,60.06
24-Oct-2022 12:00:00,10.000,Y,118.02,118.96,119.66,0.22,1.94,2.37,4.30%,0.12,0.13%,3.44%,0.05%,2.17%,0.03%,0.79%,0.03%,1.07%,0.03%,0.30%,0.02%,0.16%,0.02%,0.15%,0.01%,0.10%,0.01%,0.14%,0.01%,0.04%,0.01%,0.03%,0.01%,0.03%,0.04,0.09,0.01,0.04,0.00,0.02,0.00,0.05,0.00,0.03,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,118.16,119.22,119.70,0.00,0.00,0.16,3.91%,0.00,0.13%,3.13%,0.05%,1.96%,0.03%,0.68%,0.03%,1.02%,0.02%,0.30%,0.02%,0.12%,0.01%,0.07%,0.01%,0.05%,0.01%,0.08%,0.01%,0.05%,0.01%,0.03%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.14,237.36,238.04,0.00,0.00,0.00,4.10%,0.00,0.13%,3.28%,0.05%,2.06%,0.03%,0.74%,0.03%,1.04%,0.02%,0.30%,0.02%,0.14%,0.01%,0.11%,0.01%,0.07%,0.01%,0.11%,0.01%,0.04%,0.01%,0.03%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228,0.609,120,192,59.96,60.01,60.05
24-Oct-2022 12:10:00,10.000,Y,118.44,119.44,119.94,0.00,0.00,0.35,4.27%,0.00,0.12%,3.44%,0.05%,2.14%,0.03%,0.72%,0.02%,1.07%,0.02%,0.30%,0.02%,0.14%,0.01%,0.11%,0.01%,0.07%,0.01%,0.12%,0.01%,0.03%,0.01%,0.02%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.88,119.24,120.14,0.00,0.00,0.16,4.06%,0.00,0.12%,3.27%,0.05%,2.05%,0.03%,0.63%,0.02%,1.03%,0.02%,0.31%,0.02%,0.11%,0.01%,0.08%,0.01%,0.05%,0.01%,0.09%,0.01%,0.05%,0.01%,0.04%,0.01%,0.02%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.08,237.86,239.22,0.00,0.00,0.00,4.16%,0.00,0.12%,3.35%,0.05%,2.09%,0.03%,0.67%,0.02%,1.05%,0.02%,0.30%,0.02%,0.12%,0.01%,0.10%,0.01%,0.06%,0.01%,0.10%,0.01%,0.04%,0.01%,0.02%,0.01%,0.01%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,1.000,0,0,59.93,59.99,60.06
