0,Evento,Hora inicio,dato des,Valor máximo,Hora final,segundo dat,Duración
1,Interrupci�n voltaje UL1,13.06.2018 19:36:08,858,0.022,13.06.2018 19:36:13,851,4s 992ms
2,Interrupci�n voltaje UL2,13.06.2018 19:36:08,908,0.020,13.06.2018 19:36:13,851,4s 942ms
3,Interrupci�n voltaje UL3,13.06.2018 19:36:08,908,0.020,13.06.2018 19:36:13,851,4s 942ms
