Time,End,lat,lon,Phase C-A Avg Volts
26-10-2022 21:00:00,26-10-2022 21:00:00,09.99357,-85.28716,122.88
26-10-2022 22:00:00,26-10-2022 22:00:00,9.848634400644745,-84.31491096137044,119.04
26-10-2022 22:00:00,26-10-2022 22:00:00,10.71553,-85.62812,120.58
26-10-2022 22:00:00,26-10-2022 22:00:00,09.95461,-85.03797,119.70
26-10-2022 22:00:00,26-10-2022 22:00:00,09.99357,-85.28716,124.58
26-10-2022 23:00:00,26-10-2022 23:00:00,9.848634400644745,-84.31491096137044,118.98
26-10-2022 23:00:00,26-10-2022 23:00:00,10.71553,-85.62812,119.74
26-10-2022 23:00:00,26-10-2022 23:00:00,09.95461,-85.03797,117.94
26-10-2022 23:00:00,26-10-2022 23:00:00,09.99357,-85.28716,123.20
27-10-2022 00:00:00,27-10-2022 00:00:00,9.848634400644745,-84.31491096137044,119.18
27-10-2022 00:00:00,27-10-2022 00:00:00,10.71553,-85.62812,120.12
27-10-2022 00:00:00,27-10-2022 00:00:00,09.95461,-85.03797,119.00
27-10-2022 00:00:00,27-10-2022 00:00:00,09.99357,-85.28716,124.48
27-10-2022 01:00:00,27-10-2022 01:00:00,9.848634400644745,-84.31491096137044,119.46
27-10-2022 01:00:00,27-10-2022 01:00:00,10.71553,-85.62812,120.52
27-10-2022 01:00:00,27-10-2022 01:00:00,09.95461,-85.03797,119.42
27-10-2022 01:00:00,27-10-2022 01:00:00,09.99357,-85.28716,125.22
27-10-2022 02:00:00,27-10-2022 02:00:00,9.848634400644745,-84.31491096137044,119.68
27-10-2022 02:00:00,27-10-2022 02:00:00,10.71553,-85.62812,120.58
27-10-2022 02:00:00,27-10-2022 02:00:00,09.95461,-85.03797,119.96
27-10-2022 02:00:00,27-10-2022 02:00:00,09.99357,-85.28716,124.10
27-10-2022 03:00:00,27-10-2022 03:00:00,9.848634400644745,-84.31491096137044,119.54
27-10-2022 03:00:00,27-10-2022 03:00:00,10.71553,-85.62812,120.58
27-10-2022 03:00:00,27-10-2022 03:00:00,09.95461,-85.03797,119.88
27-10-2022 03:00:00,27-10-2022 03:00:00,09.99357,-85.28716,123.90
27-10-2022 04:00:00,27-10-2022 04:00:00,9.848634400644745,-84.31491096137044,119.76
27-10-2022 04:00:00,27-10-2022 04:00:00,10.71553,-85.62812,120.52
27-10-2022 04:00:00,27-10-2022 04:00:00,09.95461,-85.03797,119.28
27-10-2022 04:00:00,27-10-2022 04:00:00,09.99357,-85.28716,123.84
27-10-2022 05:00:00,27-10-2022 05:00:00,9.848634400644745,-84.31491096137044,119.54
27-10-2022 05:00:00,27-10-2022 05:00:00,10.71553,-85.62812,120.38
27-10-2022 05:00:00,27-10-2022 05:00:00,09.95461,-85.03797,117.88
27-10-2022 05:00:00,27-10-2022 05:00:00,09.99357,-85.28716,123.84
27-10-2022 06:00:00,27-10-2022 06:00:00,9.848634400644745,-84.31491096137044,113.40
27-10-2022 06:00:00,27-10-2022 06:00:00,10.71553,-85.62812,119.08
27-10-2022 06:00:00,27-10-2022 06:00:00,09.95461,-85.03797,118.24
27-10-2022 06:00:00,27-10-2022 06:00:00,09.99357,-85.28716,121.18
27-10-2022 07:00:00,27-10-2022 07:00:00,9.848634400644745,-84.31491096137044,117.40
27-10-2022 07:00:00,27-10-2022 07:00:00,10.71553,-85.62812,119.08
27-10-2022 07:00:00,27-10-2022 07:00:00,09.95461,-85.03797,114.96
27-10-2022 07:00:00,27-10-2022 07:00:00,09.99357,-85.28716,123.20
27-10-2022 08:00:00,27-10-2022 08:00:00,9.848634400644745,-84.31491096137044,116.96
27-10-2022 08:00:00,27-10-2022 08:00:00,10.71553,-85.62812,118.72
27-10-2022 08:00:00,27-10-2022 08:00:00,09.95461,-85.03797,117.86
27-10-2022 08:00:00,27-10-2022 08:00:00,09.99357,-85.28716,122.42
27-10-2022 09:00:00,27-10-2022 09:00:00,9.848634400644745,-84.31491096137044,116.12
27-10-2022 09:00:00,27-10-2022 09:00:00,10.71553,-85.62812,120.22
27-10-2022 09:00:00,27-10-2022 09:00:00,09.95461,-85.03797,117.90
27-10-2022 09:00:00,27-10-2022 09:00:00,09.99357,-85.28716,123.18
27-10-2022 10:00:00,27-10-2022 10:00:00,9.848634400644745,-84.31491096137044,117.88
27-10-2022 10:00:00,27-10-2022 10:00:00,10.71553,-85.62812,120.00
27-10-2022 10:00:00,27-10-2022 10:00:00,09.95461,-85.03797,117.64
27-10-2022 10:00:00,27-10-2022 10:00:00,09.99357,-85.28716,123.50
27-10-2022 11:00:00,27-10-2022 11:00:00,9.848634400644745,-84.31491096137044,117.36
27-10-2022 11:00:00,27-10-2022 11:00:00,10.71553,-85.62812,118.84
27-10-2022 11:00:00,27-10-2022 11:00:00,09.95461,-85.03797,116.00
27-10-2022 11:00:00,27-10-2022 11:00:00,09.99357,-85.28716,121.96
27-10-2022 12:00:00,27-10-2022 12:00:00,9.848634400644745,-84.31491096137044,118.12
27-10-2022 12:00:00,27-10-2022 12:00:00,10.71553,-85.62812,119.36
27-10-2022 12:00:00,27-10-2022 12:00:00,09.95461,-85.03797,118.02
27-10-2022 12:00:00,27-10-2022 12:00:00,09.99357,-85.28716,121.12
27-10-2022 13:00:00,27-10-2022 13:00:00,9.848634400644745,-84.31491096137044,118.22
27-10-2022 13:00:00,27-10-2022 13:00:00,10.71553,-85.62812,120.02
27-10-2022 13:00:00,27-10-2022 13:00:00,09.95461,-85.03797,117.70
27-10-2022 13:00:00,27-10-2022 13:00:00,09.99357,-85.28716,122.88
27-10-2022 14:00:00,27-10-2022 14:00:00,9.848634400644745,-84.31491096137044,118.68
27-10-2022 14:00:00,27-10-2022 14:00:00,10.71553,-85.62812,120.34
27-10-2022 14:00:00,27-10-2022 14:00:00,09.95461,-85.03797,118.74
27-10-2022 14:00:00,27-10-2022 14:00:00,09.99357,-85.28716,123.70
27-10-2022 15:00:00,27-10-2022 15:00:00,9.848634400644745,-84.31491096137044,119.08
27-10-2022 15:00:00,27-10-2022 15:00:00,10.71553,-85.62812,120.76
27-10-2022 15:00:00,27-10-2022 15:00:00,09.95461,-85.03797,119.60
27-10-2022 15:00:00,27-10-2022 15:00:00,09.99357,-85.28716,124.22
27-10-2022 16:00:00,27-10-2022 16:00:00,9.848634400644745,-84.31491096137044,118.10
27-10-2022 16:00:00,27-10-2022 16:00:00,10.71553,-85.62812,120.86
27-10-2022 16:00:00,27-10-2022 16:00:00,09.95461,-85.03797,118.56
27-10-2022 16:00:00,27-10-2022 16:00:00,09.99357,-85.28716,124.40
