lon,lat,N° de equipo,Fecha de instalacion,Fecha de desinstalacion
 -84.06983,09.92517,3187,06/11/2018 9:30,15/11/2018 13:10
 -84.06799,09.92521,3333,06/11/2018 9:50,15/11/2018 13:15
 -84.07253,09.92653,3175,06/11/2018 10:30,15/11/2018 13:20
 -84.07645,09.92709,3188,06/11/2018 10:50,15/11/2018 13:30
 -84.08089,09.92731,3337,06/11/2018 11:20,15/11/2018 13:40
 -84.08043,09.92891,3183,07/11/2018 10:00,15/11/2018 13:45
 -84.08584,09.92864,3162,07/11/2018 10:30,15/11/2018 13:55
 -84.08873,09.93210,3194,07/11/2018 12:00,15/11/2018 14:05
 -84.09364,09.93666,3338,07/11/2018 12:30,15/11/2018 14:25
 -83.98966,09.97968,3335,05/11/2018 11:20,15/11/2018 11:40
 -83.97967,09.98378,3336,05/11/2018 12:20,15/11/2018 11:50
 -83.98915,09.98222,3339,05/11/2018 13:20,15/11/2018 11:55
 -83.99397,09.98197,3185,05/11/2018 13:50,15/11/2018 12:05
 -83.99715,09.97908,3170,05/11/2018 14:20,15/11/2018 12:15
 -83.99924,09.98516,3182,05/11/2018 14:50,15/11/2018 12:20
 -84.08382,09.92022,3166,06/11/2018 10:40,15/11/2018 14:50
 -84.08813,09.90760,3186,06/11/2018 11:10,15/11/2018 15:00
 -84.09163,09.90689,3189,06/11/2018 11:30,15/11/2018 15:20
 -84.09712,09.91756,3190,06/11/2018 12:00,15/11/2018 15:50
 -84.10880,09.93110,3176,06/11/2018 12:50,16/11/2018 13:10
 -84.11210,09.93706,3169,06/11/2018 13:20,16/11/2018 13:20
 -84.06738,09.93686,3179,07/11/2018 11:30,19/11/2018 12:50
 -84.06730,09.93797,3180,07/11/2018 12:10,19/11/2018 13:00
 -84.06824,09.93794,3332,07/11/2018 12:30,19/11/2018 13:30
 -83.93607,09.85734,3181,12/11/2018 8:00,20/11/2018 11:10
 -83.94197,09.85150,3193,12/11/2018 8:40,20/11/2018 11:20
 -83.94289,09.85520,3329,12/11/2018 9:20,20/11/2018 11:30
 -83.94206,09.85725,3334,12/11/2018 9:40,20/11/2018 11:40
 -83.93874,09.85740,3164,12/11/2018 10:00,20/11/2018 11:45
 -83.93352,09.86229,3331,12/11/2018 10:20,20/11/2018 11:50
 -84.32009,09.95520,3174,15/11/2018 10:30,23/11/2018 7:10
 -84.32191,09.95837,3192,15/11/2018 11:00,23/11/2018 7:15
 -84.32434,09.95487,3330,15/11/2018 11:20,23/11/2018 7:20
 -84.32760,09.95777,3161,15/11/2018 11:50,23/11/2018 7:30
 -84.37025,09.86961,3178,15/11/2018 13:50,23/11/2018 8:30
 -84.07774,09.91412,3186,16/11/2018 9:50,23/11/2018 14:20
 -84.08342,09.90841,3166,16/11/2018 10:20,23/11/2018 14:30
 -84.08588,09.90735,3189,16/11/2018 10:40,23/11/2018 14:40
 -84.08414,09.94256,3190,16/11/2018 12:50,23/11/2018 15:10
 -84.08764,09.94236,3340,16/11/2018 13:30,23/11/2018 15:20
 -83.68262,09.90561,3342,12/11/2018 12:00,22/11/2018 10:00
 -83.68267,09.90654,3165,12/11/2018 12:20,22/11/2018 10:10
 -83.68243,09.91186,3177,12/11/2018 12:30,22/11/2018 10:20
 -83.68999,09.91193,3184,12/11/2018 13:10,22/11/2018 10:30
 -84.00723,09.97679,3168,11/11/2018 9:50,22/11/2018 12:50
 -84.00861,09.97981,3343,15/11/2018 10:10,22/11/2018 13:00
 -84.01387,09.98279,3167,15/11/2018 10:40,22/11/2018 13:10
 -84.01970,09.97744,3172,15/11/2018 11:10,22/11/2018 13:30
 -84.02419,09.97350,3171,15/11/2018 11:40,22/11/2018 13:50
 -84.25744,09.96487,3187,16/11/2018 9:50,23/11/2018 10:30
 -84.26378,09.97069,3337,16/11/2018 10:30,23/11/2018 10:50
 -84.26260,09.96904,3333,16/11/2018 10:50,23/11/2018 11:00
 -84.26167,09.96720,3175,16/11/2018 11:10,23/11/2018 11:10
 -84.26211,09.97028,3188,16/11/2018 11:40,23/11/2018 11:40
 -83.68378,09.90632,3341,12/11/2018 11:30,22/11/2018 9:50
 -84.08696,09.94020,3176,19/11/2018 10:10,27/11/2018 10:30
 -84.09544,09.93866,3162,19/11/2018 11:00,27/11/2018 10:50
 -84.10104,09.93985,3183,19/11/2018 11:40,27/11/2018 11:10
 -84.11227,09.93670,3194,19/11/2018 14:30,27/11/2018 11:30
 -84.07471,09.92356,3169,19/11/2018 15:30,27/11/2018 12:10
N09.9622 O84.27046,09.9622,3182,20/11/2018 8:50,27/11/2018 13:30
 -84.01620,09.96945,3170,19/11/2018 10:10,26/11/2018 11:30
 -84.01008,09.97573,3185,19/11/2018 10:40,26/11/2018 12:40
 -83.99186,09.97964,3335,19/11/2018 11:20,26/11/2018 12:50
 -83.98402,09.97965,3339,19/11/2018 11:40,26/11/2018 13:30
 -83.97206,09.98292,3336,19/11/2018 12:00,26/11/2018 13:10
 -84.04223,09.93013,3179,21/11/2018 9:40,28/11/2018 10:50
 -84.04513,09.96273,3180,21/11/2018 10:40,28/11/2018 11:20
Evaluation Only. Created with Aspose.Cells for Python via Java.Copyright 2003 - 2022 Aspose Pty Ltd.
