0,Evento,Hora inicio,dato des,Valor máximo,Hora final,segundo dat,Duración
1,Interrupci�n voltaje UL1,03.02.2018 10:08:10,940,0.026,03.02.2018 10:08:11,432,0s 491ms
2,Interrupci�n voltaje UL3,03.02.2018 10:08:10,940,0.023,03.02.2018 10:08:11,432,0s 491ms
3,Interrupci�n voltaje UL2,03.02.2018 10:08:11,007,0.024,03.02.2018 10:08:11,432,0s 424ms
