Time,End,lat,lon,Phase C-A Min Volts
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05603, -84.42005,118.62
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05621, -84.42350,118.46
25-07-2018 08:00:00,25-07-2018 08:00:00,10.06185, -84.42496,117.54
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05587, -84.43467,119.74
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05345, -84.43675,116.9
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05451, -84.43094,119.64
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05195, -84.43060,121.4
25-07-2018 08:00:00,25-07-2018 08:00:00,10.05282, -84.43041,119.24
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99718, -84.12437,115.38
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99542, -84.12355,115.58
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99300, -84.11787,119.64
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99329, -84.11588,115.92
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99236, -84.12568,117.16
25-07-2018 09:00:00,25-07-2018 09:00:00,09.99043, -84.11661,119.68
25-07-2018 09:00:00,25-07-2018 09:00:00,09.98989, -84.11375,116.14
25-07-2018 09:00:00,25-07-2018 09:00:00,10.01605, -84.09833,115.92
25-07-2018 09:00:00,25-07-2018 09:00:00,10.01610, -84.09962,112.54
25-07-2018 09:00:00,25-07-2018 09:00:00,10.01532, -84.10065,114.12
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05778, -84.41879,114.24
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05603, -84.42005,116.14
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05621, -84.42350,117.98
25-07-2018 09:00:00,25-07-2018 09:00:00,10.06185, -84.42496,116.1
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05587, -84.43467,118.72
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05345, -84.43675,115.66
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05451, -84.43094,113.5
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05195, -84.43060,117.98
25-07-2018 09:00:00,25-07-2018 09:00:00,10.05282, -84.43041,113.42
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99718, -84.12437,115.42
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99542, -84.12355,116.94
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99300, -84.11787,119.14
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99329, -84.11588,115.76
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99236, -84.12568,117.36
25-07-2018 10:00:00,25-07-2018 10:00:00,09.99043, -84.11661,119.68
25-07-2018 10:00:00,25-07-2018 10:00:00,09.98989, -84.11375,116.68
25-07-2018 10:00:00,25-07-2018 10:00:00,10.01605, -84.09833,116.96
25-07-2018 10:00:00,25-07-2018 10:00:00,10.01610, -84.09962,115.38
25-07-2018 10:00:00,25-07-2018 10:00:00,10.01532, -84.10065,114.74
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05778, -84.41879,113.7
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05603, -84.42005,117.74
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05621, -84.42350,115.64
25-07-2018 10:00:00,25-07-2018 10:00:00,10.06185, -84.42496,116.18
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05587, -84.43467,117.98
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05345, -84.43675,115.74
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05451, -84.43094,117.52
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05195, -84.43060,121.12
25-07-2018 10:00:00,25-07-2018 10:00:00,10.05282, -84.43041,114.32
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99718, -84.12437,115.38
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99542, -84.12355,108.86
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99300, -84.11787,120.32
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99329, -84.11588,116.52
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99236, -84.12568,114.66
25-07-2018 11:00:00,25-07-2018 11:00:00,09.99043, -84.11661,118.76
25-07-2018 11:00:00,25-07-2018 11:00:00,09.98989, -84.11375,115.44
25-07-2018 11:00:00,25-07-2018 11:00:00,10.01605, -84.09833,116.66
25-07-2018 11:00:00,25-07-2018 11:00:00,10.01610, -84.09962,114.92
25-07-2018 11:00:00,25-07-2018 11:00:00,10.01532, -84.10065,114.1
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05778, -84.41879,113.5
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05603, -84.42005,117.9
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05621, -84.42350,117.86
25-07-2018 11:00:00,25-07-2018 11:00:00,10.06185, -84.42496,114.28
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05587, -84.43467,118.22
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05345, -84.43675,115.62
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05451, -84.43094,115.24
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05195, -84.43060,121.4
25-07-2018 11:00:00,25-07-2018 11:00:00,10.05282, -84.43041,116
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99718, -84.12437,114.82
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99542, -84.12355,116.26
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99300, -84.11787,119.08
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99329, -84.11588,114.96
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99236, -84.12568,116.16
25-07-2018 12:00:00,25-07-2018 12:00:00,09.99043, -84.11661,119.76
25-07-2018 12:00:00,25-07-2018 12:00:00,09.98989, -84.11375,116.02
25-07-2018 12:00:00,25-07-2018 12:00:00,10.01605, -84.09833,116.18
25-07-2018 12:00:00,25-07-2018 12:00:00,10.01610, -84.09962,114.52
25-07-2018 12:00:00,25-07-2018 12:00:00,10.01532, -84.10065,113.82
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05778, -84.41879,114.98
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05603, -84.42005,119.78
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05621, -84.42350,118.12
25-07-2018 12:00:00,25-07-2018 12:00:00,10.06185, -84.42496,117.12
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05587, -84.43467,118.96
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05345, -84.43675,116.9
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05451, -84.43094,119.1
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05195, -84.43060,118.96
25-07-2018 12:00:00,25-07-2018 12:00:00,10.05282, -84.43041,117.26
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99718, -84.12437,116.26
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99542, -84.12355,117.88
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99300, -84.11787,122.02
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99329, -84.11588,117.3
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99236, -84.12568,115.76
25-07-2018 13:00:00,25-07-2018 13:00:00,09.99043, -84.11661,120.54
25-07-2018 13:00:00,25-07-2018 13:00:00,09.98989, -84.11375,116.84
25-07-2018 13:00:00,25-07-2018 13:00:00,10.01605, -84.09833,117.88
25-07-2018 13:00:00,25-07-2018 13:00:00,10.01610, -84.09962,115.04
25-07-2018 13:00:00,25-07-2018 13:00:00,10.01532, -84.10065,114.56
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05778, -84.41879,114.98
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05603, -84.42005,120.4
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05621, -84.42350,116.14
25-07-2018 13:00:00,25-07-2018 13:00:00,10.06185, -84.42496,117.96
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05587, -84.43467,119.72
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05345, -84.43675,117.74
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05451, -84.43094,119.48
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05195, -84.43060,120.44
25-07-2018 13:00:00,25-07-2018 13:00:00,10.05282, -84.43041,118.46
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99718, -84.12437,117.14
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99542, -84.12355,117.16
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99300, -84.11787,121.66
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99329, -84.11588,117.42
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99236, -84.12568,116.7
25-07-2018 14:00:00,25-07-2018 14:00:00,09.99043, -84.11661,121.08
25-07-2018 14:00:00,25-07-2018 14:00:00,09.98989, -84.11375,117.94
25-07-2018 14:00:00,25-07-2018 14:00:00,10.01605, -84.09833,118.84
25-07-2018 14:00:00,25-07-2018 14:00:00,10.01610, -84.09962,116.46
25-07-2018 14:00:00,25-07-2018 14:00:00,10.01532, -84.10065,116.12
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05778, -84.41879,118.86
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05603, -84.42005,119.52
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05621, -84.42350,119.9
25-07-2018 14:00:00,25-07-2018 14:00:00,10.06185, -84.42496,115.04
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05587, -84.43467,119.74
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05345, -84.43675,117.72
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05451, -84.43094,121.52
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05195, -84.43060,120.82
25-07-2018 14:00:00,25-07-2018 14:00:00,10.05282, -84.43041,119.12
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99718, -84.12437,115.66
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99542, -84.12355,116.12
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99300, -84.11787,118.42
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99329, -84.11588,115.56
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99236, -84.12568,116.28
25-07-2018 15:00:00,25-07-2018 15:00:00,09.99043, -84.11661,118.88
25-07-2018 15:00:00,25-07-2018 15:00:00,09.98989, -84.11375,115.06
25-07-2018 15:00:00,25-07-2018 15:00:00,10.01605, -84.09833,116.76
25-07-2018 15:00:00,25-07-2018 15:00:00,10.01610, -84.09962,114.64
25-07-2018 15:00:00,25-07-2018 15:00:00,10.01532, -84.10065,113.6
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05778, -84.41879,116.1
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05603, -84.42005,117.42
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05621, -84.42350,116.86
25-07-2018 15:00:00,25-07-2018 15:00:00,10.06185, -84.42496,116.22
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05587, -84.43467,116.86
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05345, -84.43675,117.52
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05451, -84.43094,116.72
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05195, -84.43060,119.18
25-07-2018 15:00:00,25-07-2018 15:00:00,10.05282, -84.43041,116.4
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99718, -84.12437,117.52
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99542, -84.12355,118.52
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99300, -84.11787,121.74
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99329, -84.11588,117.82
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99236, -84.12568,116.7
25-07-2018 16:00:00,25-07-2018 16:00:00,09.99043, -84.11661,121.36
25-07-2018 16:00:00,25-07-2018 16:00:00,09.98989, -84.11375,118.88
25-07-2018 16:00:00,25-07-2018 16:00:00,10.01605, -84.09833,119.54
25-07-2018 16:00:00,25-07-2018 16:00:00,10.01610, -84.09962,116.72
25-07-2018 16:00:00,25-07-2018 16:00:00,10.01532, -84.10065,116.16
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05778, -84.41879,119.16
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05603, -84.42005,120.48
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05621, -84.42350,118.52
25-07-2018 16:00:00,25-07-2018 16:00:00,10.06185, -84.42496,117.1
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05587, -84.43467,119.3
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05345, -84.43675,120.24
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05451, -84.43094,119.4
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05195, -84.43060,119.6
25-07-2018 16:00:00,25-07-2018 16:00:00,10.05282, -84.43041,119.6
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99718, -84.12437,117.8
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99542, -84.12355,119.1
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99300, -84.11787,122.26
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99329, -84.11588,118.78
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99236, -84.12568,117.96
25-07-2018 17:00:00,25-07-2018 17:00:00,09.99043, -84.11661,122.14
25-07-2018 17:00:00,25-07-2018 17:00:00,09.98989, -84.11375,118.82
25-07-2018 17:00:00,25-07-2018 17:00:00,10.01605, -84.09833,119.28
25-07-2018 17:00:00,25-07-2018 17:00:00,10.01610, -84.09962,117.14
25-07-2018 17:00:00,25-07-2018 17:00:00,10.01532, -84.10065,115.56
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05778, -84.41879,117.98
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05603, -84.42005,119.56
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05621, -84.42350,120.3
25-07-2018 17:00:00,25-07-2018 17:00:00,10.06185, -84.42496,118.18
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05587, -84.43467,119.84
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05345, -84.43675,120.22
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05451, -84.43094,121.1
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05195, -84.43060,122.18
25-07-2018 17:00:00,25-07-2018 17:00:00,10.05282, -84.43041,119.46
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99718, -84.12437,116
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99542, -84.12355,117.74
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99300, -84.11787,120.62
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99329, -84.11588,118.18
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99236, -84.12568,116.68
25-07-2018 18:00:00,25-07-2018 18:00:00,09.99043, -84.11661,120.84
25-07-2018 18:00:00,25-07-2018 18:00:00,09.98989, -84.11375,117.5
25-07-2018 18:00:00,25-07-2018 18:00:00,10.01605, -84.09833,117.1
25-07-2018 18:00:00,25-07-2018 18:00:00,10.01610, -84.09962,114.86
25-07-2018 18:00:00,25-07-2018 18:00:00,10.01532, -84.10065,113.72
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05778, -84.41879,116.54
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05603, -84.42005,119.98
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05621, -84.42350,118.54
25-07-2018 18:00:00,25-07-2018 18:00:00,10.06185, -84.42496,117.36
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05587, -84.43467,119.38
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05345, -84.43675,120.04
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05451, -84.43094,117.8
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05195, -84.43060,118.36
25-07-2018 18:00:00,25-07-2018 18:00:00,10.05282, -84.43041,118.2
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99718, -84.12437,116.62
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99542, -84.12355,118.14
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99300, -84.11787,121.6
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99329, -84.11588,117.68
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99236, -84.12568,115.86
25-07-2018 19:00:00,25-07-2018 19:00:00,09.99043, -84.11661,120.54
25-07-2018 19:00:00,25-07-2018 19:00:00,09.98989, -84.11375,117.06
25-07-2018 19:00:00,25-07-2018 19:00:00,10.01605, -84.09833,118.32
25-07-2018 19:00:00,25-07-2018 19:00:00,10.01610, -84.09962,116.6
25-07-2018 19:00:00,25-07-2018 19:00:00,10.01532, -84.10065,115.22
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05778, -84.41879,116.86
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05603, -84.42005,117.7
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05621, -84.42350,118.18
25-07-2018 19:00:00,25-07-2018 19:00:00,10.06185, -84.42496,115.88
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05587, -84.43467,119.22
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05345, -84.43675,119.8
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05451, -84.43094,117.1
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05195, -84.43060,120.12
25-07-2018 19:00:00,25-07-2018 19:00:00,10.05282, -84.43041,118.32
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99718, -84.12437,117.3
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99542, -84.12355,118.62
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99300, -84.11787,121.76
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99329, -84.11588,118.98
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99236, -84.12568,117.8
25-07-2018 20:00:00,25-07-2018 20:00:00,09.99043, -84.11661,120.84
25-07-2018 20:00:00,25-07-2018 20:00:00,09.98989, -84.11375,117.9
25-07-2018 20:00:00,25-07-2018 20:00:00,10.01605, -84.09833,118.94
25-07-2018 20:00:00,25-07-2018 20:00:00,10.01610, -84.09962,117.48
25-07-2018 20:00:00,25-07-2018 20:00:00,10.01532, -84.10065,116.04
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05778, -84.41879,118.26
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05603, -84.42005,120.38
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05621, -84.42350,119.78
25-07-2018 20:00:00,25-07-2018 20:00:00,10.06185, -84.42496,117.66
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05587, -84.43467,119.7
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05345, -84.43675,120.7
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05451, -84.43094,118.54
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05195, -84.43060,119.96
25-07-2018 20:00:00,25-07-2018 20:00:00,10.05282, -84.43041,117.76
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99718, -84.12437,117.6
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99542, -84.12355,119.4
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99300, -84.11787,122.58
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99329, -84.11588,118.6
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99236, -84.12568,117.38
25-07-2018 21:00:00,25-07-2018 21:00:00,09.99043, -84.11661,121.78
25-07-2018 21:00:00,25-07-2018 21:00:00,09.98989, -84.11375,118.14
25-07-2018 21:00:00,25-07-2018 21:00:00,10.01605, -84.09833,119.54
25-07-2018 21:00:00,25-07-2018 21:00:00,10.01610, -84.09962,118.04
25-07-2018 21:00:00,25-07-2018 21:00:00,10.01532, -84.10065,116.96
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05778, -84.41879,119.22
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05603, -84.42005,119.4
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05621, -84.42350,120.08
25-07-2018 21:00:00,25-07-2018 21:00:00,10.06185, -84.42496,117.92
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05587, -84.43467,119.26
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05345, -84.43675,120.08
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05451, -84.43094,117.58
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05195, -84.43060,118.22
25-07-2018 21:00:00,25-07-2018 21:00:00,10.05282, -84.43041,118.28
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99718, -84.12437,118.34
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99542, -84.12355,119.8
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99300, -84.11787,122.64
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99329, -84.11588,118.64
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99236, -84.12568,117.48
25-07-2018 22:00:00,25-07-2018 22:00:00,09.99043, -84.11661,121.94
25-07-2018 22:00:00,25-07-2018 22:00:00,09.98989, -84.11375,118.12
25-07-2018 22:00:00,25-07-2018 22:00:00,10.01605, -84.09833,119.86
25-07-2018 22:00:00,25-07-2018 22:00:00,10.01610, -84.09962,118.28
25-07-2018 22:00:00,25-07-2018 22:00:00,10.01532, -84.10065,117.5
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05778, -84.41879,118.72
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05603, -84.42005,119.9
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05621, -84.42350,119.7
25-07-2018 22:00:00,25-07-2018 22:00:00,10.06185, -84.42496,118.3
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05587, -84.43467,119.4
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05345, -84.43675,120.28
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05451, -84.43094,121.1
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05195, -84.43060,121.06
25-07-2018 22:00:00,25-07-2018 22:00:00,10.05282, -84.43041,117.14
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99718, -84.12437,117.88
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99542, -84.12355,119
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99300, -84.11787,122.34
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99329, -84.11588,119.02
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99236, -84.12568,118.74
25-07-2018 23:00:00,25-07-2018 23:00:00,09.99043, -84.11661,122.08
25-07-2018 23:00:00,25-07-2018 23:00:00,09.98989, -84.11375,118.8
25-07-2018 23:00:00,25-07-2018 23:00:00,10.01605, -84.09833,119.78
25-07-2018 23:00:00,25-07-2018 23:00:00,10.01610, -84.09962,118.46
25-07-2018 23:00:00,25-07-2018 23:00:00,10.01532, -84.10065,117.32
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05778, -84.41879,119.24
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05603, -84.42005,120.54
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05621, -84.42350,120.24
25-07-2018 23:00:00,25-07-2018 23:00:00,10.06185, -84.42496,118.56
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05587, -84.43467,119.92
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05345, -84.43675,120.04
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05451, -84.43094,120.54
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05195, -84.43060,121.56
25-07-2018 23:00:00,25-07-2018 23:00:00,10.05282, -84.43041,119.12
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99718, -84.12437,117.58
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99542, -84.12355,119.5
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99300, -84.11787,122.6
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99329, -84.11588,119.18
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99236, -84.12568,118.54
26-07-2018 00:00:00,26-07-2018 00:00:00,09.99043, -84.11661,122.08
26-07-2018 00:00:00,26-07-2018 00:00:00,09.98989, -84.11375,119.02
26-07-2018 00:00:00,26-07-2018 00:00:00,10.01605, -84.09833,119.66
26-07-2018 00:00:00,26-07-2018 00:00:00,10.01610, -84.09962,118.46
26-07-2018 00:00:00,26-07-2018 00:00:00,10.01532, -84.10065,117.38
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05778, -84.41879,119
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05603, -84.42005,119.92
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05621, -84.42350,120.18
26-07-2018 00:00:00,26-07-2018 00:00:00,10.06185, -84.42496,118.96
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05587, -84.43467,119.54
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05345, -84.43675,120.16
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05451, -84.43094,121.74
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05195, -84.43060,120.78
26-07-2018 00:00:00,26-07-2018 00:00:00,10.05282, -84.43041,119.28
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99718, -84.12437,118.36
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99542, -84.12355,116.8
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99300, -84.11787,119.86
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99329, -84.11588,116.52
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99236, -84.12568,118.38
26-07-2018 01:00:00,26-07-2018 01:00:00,09.99043, -84.11661,121.86
26-07-2018 01:00:00,26-07-2018 01:00:00,09.98989, -84.11375,118.76
26-07-2018 01:00:00,26-07-2018 01:00:00,10.01605, -84.09833,116.96
26-07-2018 01:00:00,26-07-2018 01:00:00,10.01610, -84.09962,115.48
26-07-2018 01:00:00,26-07-2018 01:00:00,10.01532, -84.10065,114.6
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05778, -84.41879,120.08
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05603, -84.42005,120.5
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05621, -84.42350,119.72
26-07-2018 01:00:00,26-07-2018 01:00:00,10.06185, -84.42496,116.92
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05587, -84.43467,120.22
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05345, -84.43675,118.18
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05451, -84.43094,119.52
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05195, -84.43060,121.88
26-07-2018 01:00:00,26-07-2018 01:00:00,10.05282, -84.43041,119.74
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99718, -84.12437,119.02
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99542, -84.12355,119.6
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99300, -84.11787,123.18
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99329, -84.11588,119.14
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99236, -84.12568,119.06
26-07-2018 02:00:00,26-07-2018 02:00:00,09.99043, -84.11661,122.84
26-07-2018 02:00:00,26-07-2018 02:00:00,09.98989, -84.11375,119.58
26-07-2018 02:00:00,26-07-2018 02:00:00,10.01605, -84.09833,120.1
26-07-2018 02:00:00,26-07-2018 02:00:00,10.01610, -84.09962,118.92
26-07-2018 02:00:00,26-07-2018 02:00:00,10.01532, -84.10065,117.7
